Province_Name,Commodity_Name,Bulan,Harga_Bulan_Ini,Harga_Bulan_Lalu,Pertumbuhan_MoM_%,Status_Volatilitas,MA_3_Bulan
Jawa Barat,Gula Pasir,2024-10,18337.1,18258.33,0.43,Fluktuasi Normal,18285.26
Jawa Barat,Gula Pasir,2024-11,18366.67,18337.1,0.16,Fluktuasi Normal,18320.7
Jawa Barat,Gula Pasir,2024-12,18408.06,18366.67,0.23,Fluktuasi Normal,18370.61
Jawa Barat,Gula Pasir,2025-01,18596.3,18408.06,1.02,Fluktuasi Normal,18457.01
Jawa Barat,Gula Pasir,2025-02,18732.14,18596.3,0.73,Fluktuasi Normal,18578.83
Jawa Barat,Gula Pasir,2025-03,18755.0,18732.14,0.12,Fluktuasi Normal,18694.48
Jawa Barat,Gula Pasir,2025-04,18750.0,18755.0,-0.03,Fluktuasi Normal,18745.71
Jawa Barat,Gula Pasir,2025-05,18732.14,18750.0,-0.1,Fluktuasi Normal,18745.71
Jawa Barat,Gula Pasir,2025-06,18666.67,18732.14,-0.35,Fluktuasi Normal,18716.27
Jawa Barat,Gula Pasir,2025-07,18579.03,18666.67,-0.47,Fluktuasi Normal,18659.28
Jawa Barat,Gula Pasir,2025-08,18450.0,18579.03,-0.69,Fluktuasi Normal,18565.23
Jawa Barat,Gula Pasir,2025-09,18403.33,18450.0,-0.25,Fluktuasi Normal,18477.45
Jawa Barat,Gula Pasir,2025-10,18350.0,18403.33,-0.29,Fluktuasi Normal,18401.11
Jawa Barat,Gula Pasir,2025-11,18373.33,18350.0,0.13,Fluktuasi Normal,18375.55
Jawa Barat,Gula Pasir,2025-12,18372.41,18373.33,-0.01,Fluktuasi Normal,18365.25
Jawa Barat,Gula Pasir,2026-01,18381.03,18372.41,0.05,Fluktuasi Normal,18375.59
Jawa Barat,Gula Pasir,2026-02,18495.83,18381.03,0.62,Fluktuasi Normal,18416.42
Jawa Barat,Minyak Goreng,2022-01,19976.79,,,Data Awal (Baseline),19976.79
Jawa Barat,Minyak Goreng,2022-02,18588.0,19976.79,-6.95,Fluktuasi Normal,19282.4
Jawa Barat,Minyak Goreng,2022-03,19794.64,18588.0,6.49,Fluktuasi Normal,19453.14
Jawa Barat,Minyak Goreng,2022-04,24119.57,19794.64,21.85,Lonjakan Ekstrem (Inflasi Tinggi),20834.07
Jawa Barat,Minyak Goreng,2022-05,22940.0,24119.57,-4.89,Fluktuasi Normal,22284.74
Jawa Barat,Minyak Goreng,2022-06,21580.77,22940.0,-5.93,Fluktuasi Normal,22880.11
Jawa Barat,Minyak Goreng,2022-07,20268.52,21580.77,-6.08,Fluktuasi Normal,21596.43
Jawa Barat,Minyak Goreng,2022-08,18526.79,20268.52,-8.59,Fluktuasi Normal,20125.36
Jawa Barat,Minyak Goreng,2022-09,17784.62,18526.79,-4.01,Fluktuasi Normal,18859.98
Jawa Barat,Minyak Goreng,2022-10,17856.9,17784.62,0.41,Fluktuasi Normal,18056.1
Jawa Barat,Minyak Goreng,2022-11,18110.0,17856.9,1.42,Fluktuasi Normal,17917.17
Jawa Barat,Minyak Goreng,2022-12,18432.76,18110.0,1.78,Fluktuasi Normal,18133.22
Jawa Barat,Minyak Goreng,2023-01,18443.55,18432.76,0.06,Fluktuasi Normal,18328.77
Jawa Barat,Minyak Goreng,2023-02,18431.25,18443.55,-0.07,Fluktuasi Normal,18435.85
Jawa Barat,Minyak Goreng,2023-03,18275.0,18431.25,-0.85,Fluktuasi Normal,18383.27
Jawa Barat,Minyak Goreng,2023-04,18275.93,18275.0,0.01,Fluktuasi Normal,18327.39
Jawa Barat,Minyak Goreng,2023-05,18303.45,18275.93,0.15,Fluktuasi Normal,18284.79
Jawa Barat,Minyak Goreng,2023-06,18286.0,18303.45,-0.1,Fluktuasi Normal,18288.46
Jawa Barat,Minyak Goreng,2023-07,18167.24,18286.0,-0.65,Fluktuasi Normal,18252.23
Jawa Barat,Minyak Goreng,2023-08,18051.85,18167.24,-0.64,Fluktuasi Normal,18168.36
Jawa Barat,Minyak Goreng,2023-09,18023.08,18051.85,-0.16,Fluktuasi Normal,18080.72
Jawa Barat,Minyak Goreng,2023-10,17951.61,18023.08,-0.4,Fluktuasi Normal,18008.85
Jawa Barat,Minyak Goreng,2023-11,17905.77,17951.61,-0.26,Fluktuasi Normal,17960.15
Jawa Barat,Minyak Goreng,2023-12,17870.69,17905.77,-0.2,Fluktuasi Normal,17909.36
Jawa Barat,Minyak Goreng,2024-01,17967.74,17870.69,0.54,Fluktuasi Normal,17914.73
Jawa Barat,Minyak Goreng,2024-02,18275.0,17967.74,1.71,Fluktuasi Normal,18037.81
Jawa Barat,Minyak Goreng,2024-03,18419.35,18275.0,0.79,Fluktuasi Normal,18220.7
Jawa Barat,Minyak Goreng,2024-04,18575.0,18419.35,0.85,Fluktuasi Normal,18423.12
Jawa Barat,Minyak Goreng,2024-05,18514.81,18575.0,-0.32,Fluktuasi Normal,18503.05
Jawa Barat,Minyak Goreng,2024-06,18490.0,18514.81,-0.13,Fluktuasi Normal,18526.6
Jawa Barat,Minyak Goreng,2024-07,18541.94,18490.0,0.28,Fluktuasi Normal,18515.58
Jawa Barat,Minyak Goreng,2024-08,18641.38,18541.94,0.54,Fluktuasi Normal,18557.77
Jawa Barat,Minyak Goreng,2024-09,18725.0,18641.38,0.45,Fluktuasi Normal,18636.11
Jawa Barat,Minyak Goreng,2024-10,18922.58,18725.0,1.06,Fluktuasi Normal,18762.99
Jawa Barat,Minyak Goreng,2024-11,19615.0,18922.58,3.66,Fluktuasi Normal,19087.53
Jawa Barat,Minyak Goreng,2024-12,20435.48,19615.0,4.18,Fluktuasi Normal,19657.69
Jawa Barat,Minyak Goreng,2025-01,20892.59,20435.48,2.24,Fluktuasi Normal,20314.36
Jawa Barat,Minyak Goreng,2025-02,20896.43,20892.59,0.02,Fluktuasi Normal,20741.5
Jawa Barat,Minyak Goreng,2025-03,20963.33,20896.43,0.32,Fluktuasi Normal,20917.45
Jawa Barat,Minyak Goreng,2025-04,20912.07,20963.33,-0.24,Fluktuasi Normal,20923.94
Jawa Barat,Minyak Goreng,2025-05,20717.86,20912.07,-0.93,Fluktuasi Normal,20864.42
Jawa Barat,Minyak Goreng,2025-06,20501.67,20717.86,-1.04,Fluktuasi Normal,20710.53
Jawa Barat,Minyak Goreng,2025-07,20516.13,20501.67,0.07,Fluktuasi Normal,20578.55
Jawa Barat,Minyak Goreng,2025-08,20612.9,20516.13,0.47,Fluktuasi Normal,20543.57
Jawa Barat,Minyak Goreng,2025-09,20801.67,20612.9,0.92,Fluktuasi Normal,20643.57
Jawa Barat,Minyak Goreng,2025-10,20800.0,20801.67,-0.01,Fluktuasi Normal,20738.19
Jawa Barat,Minyak Goreng,2025-11,20783.33,20800.0,-0.08,Fluktuasi Normal,20795.0
Jawa Barat,Minyak Goreng,2025-12,20803.45,20783.33,0.1,Fluktuasi Normal,20795.59
Jawa Barat,Minyak Goreng,2026-01,20803.45,20803.45,0.0,Fluktuasi Normal,20796.74
Jawa Barat,Minyak Goreng,2026-02,21091.67,20803.45,1.39,Fluktuasi Normal,20899.52
Jawa Barat,Telur Ayam,2022-01,24301.79,,,Data Awal (Baseline),24301.79
Jawa Barat,Telur Ayam,2022-02,20762.0,24301.79,-14.57,Penurunan Signifikan (Deflasi),22531.9
Jawa Barat,Telur Ayam,2022-03,24200.0,20762.0,16.56,Lonjakan Ekstrem (Inflasi Tinggi),23087.93
Jawa Barat,Telur Ayam,2022-04,24886.96,24200.0,2.84,Fluktuasi Normal,23282.99
Jawa Barat,Telur Ayam,2022-05,27285.0,24886.96,9.64,Fluktuasi Normal,25457.32
Jawa Barat,Telur Ayam,2022-06,28442.31,27285.0,4.24,Fluktuasi Normal,26871.42
Jawa Barat,Telur Ayam,2022-07,27874.07,28442.31,-2.0,Fluktuasi Normal,27867.13
Jawa Barat,Telur Ayam,2022-08,29375.0,27874.07,5.38,Fluktuasi Normal,28563.79
Jawa Barat,Telur Ayam,2022-09,27734.62,29375.0,-5.58,Fluktuasi Normal,28327.9
Jawa Barat,Telur Ayam,2022-10,25893.1,27734.62,-6.64,Fluktuasi Normal,27667.57
Jawa Barat,Telur Ayam,2022-11,28046.67,25893.1,8.32,Fluktuasi Normal,27224.8
Jawa Barat,Telur Ayam,2022-12,30360.34,28046.67,8.25,Fluktuasi Normal,28100.04
Jawa Barat,Telur Ayam,2023-01,28100.0,30360.34,-7.45,Fluktuasi Normal,28835.67
Jawa Barat,Telur Ayam,2023-02,27497.92,28100.0,-2.14,Fluktuasi Normal,28652.75
Jawa Barat,Telur Ayam,2023-03,28662.5,27497.92,4.24,Fluktuasi Normal,28086.81
Jawa Barat,Telur Ayam,2023-04,28198.15,28662.5,-1.62,Fluktuasi Normal,28119.52
Jawa Barat,Telur Ayam,2023-05,30710.34,28198.15,8.91,Fluktuasi Normal,29190.33
Jawa Barat,Telur Ayam,2023-06,30900.0,30710.34,0.62,Fluktuasi Normal,29936.16
Jawa Barat,Telur Ayam,2023-07,31510.34,30900.0,1.98,Fluktuasi Normal,31040.23
Jawa Barat,Telur Ayam,2023-08,29979.63,31510.34,-4.86,Fluktuasi Normal,30796.66
Jawa Barat,Telur Ayam,2023-09,27094.23,29979.63,-9.62,Fluktuasi Normal,29528.07
Jawa Barat,Telur Ayam,2023-10,26062.9,27094.23,-3.81,Fluktuasi Normal,27712.25
Jawa Barat,Telur Ayam,2023-11,27388.46,26062.9,5.09,Fluktuasi Normal,26848.53
Jawa Barat,Telur Ayam,2023-12,27470.69,27388.46,0.3,Fluktuasi Normal,26974.02
Jawa Barat,Telur Ayam,2024-01,26751.61,27470.69,-2.62,Fluktuasi Normal,27203.59
Jawa Barat,Telur Ayam,2024-02,28526.79,26751.61,6.64,Fluktuasi Normal,27583.03
Jawa Barat,Telur Ayam,2024-03,31501.61,28526.79,10.43,Lonjakan Ekstrem (Inflasi Tinggi),28926.67
Jawa Barat,Telur Ayam,2024-04,28607.69,31501.61,-9.19,Fluktuasi Normal,29545.36
Jawa Barat,Telur Ayam,2024-05,29883.33,28607.69,4.46,Fluktuasi Normal,29997.54
Jawa Barat,Telur Ayam,2024-06,28466.67,29883.33,-4.74,Fluktuasi Normal,28985.9
Jawa Barat,Telur Ayam,2024-07,27953.23,28466.67,-1.8,Fluktuasi Normal,28767.74
Jawa Barat,Telur Ayam,2024-08,27131.03,27953.23,-2.94,Fluktuasi Normal,27850.31
Jawa Barat,Telur Ayam,2024-09,26386.67,27131.03,-2.74,Fluktuasi Normal,27156.98
Jawa Barat,Telur Ayam,2024-10,26719.35,26386.67,1.26,Fluktuasi Normal,26745.68
Jawa Barat,Telur Ayam,2024-11,26418.33,26719.35,-1.13,Fluktuasi Normal,26508.12
Jawa Barat,Telur Ayam,2024-12,29590.32,26418.33,12.01,Lonjakan Ekstrem (Inflasi Tinggi),27576.0
Jawa Barat,Telur Ayam,2025-01,28701.85,29590.32,-3.0,Fluktuasi Normal,28236.83
Jawa Barat,Telur Ayam,2025-02,28433.93,28701.85,-0.93,Fluktuasi Normal,28908.7
Jawa Barat,Telur Ayam,2025-03,28940.0,28433.93,1.78,Fluktuasi Normal,28691.93
Jawa Barat,Telur Ayam,2025-04,27275.86,28940.0,-5.75,Fluktuasi Normal,28216.6
Jawa Barat,Telur Ayam,2025-05,27587.5,27275.86,1.14,Fluktuasi Normal,27934.45
Jawa Barat,Telur Ayam,2025-06,28023.33,27587.5,1.58,Fluktuasi Normal,27628.9
Jawa Barat,Telur Ayam,2025-07,29093.55,28023.33,3.82,Fluktuasi Normal,28234.79
Jawa Barat,Telur Ayam,2025-08,28158.06,29093.55,-3.22,Fluktuasi Normal,28424.98
Jawa Barat,Telur Ayam,2025-09,28555.0,28158.06,1.41,Fluktuasi Normal,28602.2
Jawa Barat,Telur Ayam,2025-10,30453.7,28555.0,6.65,Fluktuasi Normal,29055.59
Jawa Barat,Telur Ayam,2025-11,29703.33,30453.7,-2.46,Fluktuasi Normal,29570.68
Jawa Barat,Telur Ayam,2025-12,30679.31,29703.33,3.29,Fluktuasi Normal,30278.78
Jawa Barat,Telur Ayam,2026-01,29393.1,30679.31,-4.19,Fluktuasi Normal,29925.25
Jawa Barat,Telur Ayam,2026-02,29420.83,29393.1,0.09,Fluktuasi Normal,29831.08
